sequence_name,clade
A/swine/Ohio/17TOSU1404/2017|A_/_H3N2|unassigned|2017-07-01|HA|4||EPI_ISL_379340,2010.1
A/swine/USA/101795/2017|A_/_H3|3C.3a|2017-06-01|HA|4||EPI_ISL_19278816,1990.4.a
A/swine/Ohio/OH-13252/2021|A_/_H3N2|3C.3a|2021-06-04|HA|4||EPI_ISL_17471815,1990.4.a
A/swine/Ohio/A02861384/2023|A_/_H3N2|3C.2|2023-04-14|HA|4||EPI_ISL_17699659,2010.1
A/swine/Minnesota/A02245660/2020|A_/_H3N2|unassigned|2020-05-26|HA|4||EPI_ISL_502052,1990.4.a
A/swine/Nebraska/A02858269/2024|A_/_H3N2|unassigned|2024-12-31|HA|4||EPI_ISL_19740041,2010.1
A/swine/Nebraska/4D-0114-P4/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4||EPI_ISL_16891327,1990.4.a
A/swine/Nebraska/00104/2003|A_/_H3N2|unassigned|2003-06-01|HA|4||EPI_ISL_190213,1990.4-like
A/swine/Illinois/00303/2004|A_/_H3N2|unassigned|2004-05-18|HA|4||EPI_ISL_150827,1990.4
A/swine/Missouri/100650/2020|A_/_H3|unassigned|2020-02-07|HA|4||EPI_ISL_19278222,2010.1
A/swine/Iowa/A02751433/2022|A_/_H3N2|unassigned|2022-12-23|HA|4||EPI_ISL_17184143,2010.1
A/swine/Iowa/A02636481/2022|A_/_H3N2|unassigned|2022-02-10|HA|4||EPI_ISL_14777808,2010.1
A/swine/North_Carolina/A01410593/2014|A_/_H3N2|unassigned|2014-04-01|HA|4||EPI_ISL_162324,1990.4.a
A/swine/Minnesota/A01349658/2013|A_/_H3N2|unassigned|2013-04-03|HA|4||EPI_ISL_141388,1990.4.b2
A/swine/North_Carolina/075906_A02862772/2024|A_/_H3N2|unassigned|2024-07-22|HA|4||EPI_ISL_19367262,1990.4.a
A/swine/Iowa/A02863010/2024|A_/_H3N2|3C.2|2024-10-14|HA|4||EPI_ISL_19554451,2010.1
A/swine/Illinois/A01770246/2015|A_/_H3N2|unassigned|2015-08-12|HA|4||EPI_ISL_200083,1990.4.a
"Influenza A virus (A/swine/Minnesota/A01410771/2014(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Minnesota|Sus scrofa|2014-05|KJ859573.1",1990.4.a
A/swine/Minnesota/1300/2007|A_/_H3N2|unassigned|2007-01-01|HA|4||EPI_ISL_29808,1990.4
A/swine/Minnesota/A02636519/2022|A_/_H3N2|unassigned|2022-02-23|HA|4||EPI_ISL_14778340,1990.4.i
"Influenza A virus (A/swine/Minnesota/A02979312/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2024-10-30|PQ851091.1",1990.4
A/swine/Texas/A02245516/2020|A_/_H3N2|unassigned|2020-02-27|HA|4||EPI_ISL_504046,2010.1
"Influenza A virus (A/swine/North Carolina/A01432584/2013(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2013-03|KC849381.1",1990.4.a
A/swine/Ohio/9/2012|A_/_H3N2|unassigned|2012-06-01|HA|4||EPI_ISL_123128,1990.4.a
A/swine/Nebraska/I048371/2024|A_/_H3N2|unassigned|2024-05-07|HA|4||EPI_ISL_19283990,1990.4.i
A/swine/Oklahoma/65980/2017|A_/_H3N2|3C.2a1|2017-10-02|HA|4||EPI_ISL_327181,2010.2
A/swine/Pennsylvania/A02636380/2022|A_/_H3N2|unassigned|2022-01-12|HA|4||EPI_ISL_14775290,1990.4.a
A/swine/Indiana/A02863064/2024|A_/_H3N2|unassigned|2024-10-23|HA|4||EPI_ISL_19556928,1990.4.a
A/swine/North_Carolina/A01727367/2015|A_/_H3N2|unassigned|2015-12-08|HA|4||EPI_ISL_209359,1990.4.a
A/swine/Minnesota/A01785333/2017|A_/_H3N2|unassigned|2017-10-27|HA|4||EPI_ISL_296687,2010.1
A/swine/Iowa/A01942648/2016|A_/_H3N2|unassigned|2016-02-29|HA|4||EPI_ISL_236819,2010.1
A/swine/Ohio/09SW63/2009|A_/_H3N2|unassigned|2009-08-08|HA|4||EPI_ISL_133803,1990.4
A/swine/Iowa/A02712637/2022|A_/_H3N2|3C.2|2022-12-09|HA|4||EPI_ISL_17373186,2010.1
A/swine/Iowa/A01555108/2014|A_/_H3N1|unassigned|2014-11-19|HA|4||EPI_ISL_174319,2010.1
A/swine/Missouri/ISU-A02861834/2023|A_/_H3N2|unassigned|2023-09-25|HA|4||EPI_ISL_18699076,2010.1
A/swine/Indiana/A02525078/2021|A_/_H3N2|unassigned|2021-01-05|HA|4||EPI_ISL_4081927,1990.4.a
A/swine/Utah/A02479180/2020|A_/_H3N2|unassigned|2020-03-26|HA|4||EPI_ISL_504144,2010.1
A/swine/Iowa/A02750728/2022|A_/_H3N2|unassigned|2022-07-17|HA|4||EPI_ISL_14937151,2010.1
A/swine/Indiana/25TOSU1397/2025|A_/_H3N2|unassigned|2025-06-11|HA|4||EPI_ISL_20191329,2010.1
A/swine/Iowa/A01944022/2015|A_/_H3N2|unassigned|2015-09-11|HA|4||EPI_ISL_201847,1990.4.i
A/swine/Minnesota/A02751150/2022|A_/_H3N2|3C.2|2022-10-29|HA|4||EPI_ISL_16925110,2010.1
A/swine/Ohio/21TOSU0580/2021|A_/_H3N2|unassigned|2021-06-05|HA|4||EPI_ISL_14224624,1990.4.a
A/swine/Indiana/24TOSU0898/2024|A_/_H3N2|3C.3a|2024-06-13|HA|4||EPI_ISL_19332122,1990.4.a
A/swine/Iowa/100637/2020|A_/_H3|3C.3a|2020-01-09|HA|4||EPI_ISL_19278237,1990.4.a
A/swine/Michigan/A02780682/2023|A_/_H3N2|3C.3a|2023-07-15|HA|4||EPI_ISL_18144135,1990.4.a
A/swine/Iowa/A02862865/2024|A_/_H3N2|3C.2|2024-09-09|HA|4||EPI_ISL_19471783,2010.1
A/swine/Iowa/004511_02859000/2025|A_/_H3N2|unassigned|2025-10-15|HA|4||EPI_ISL_20389448,2010.1
A/swine/Oklahoma/SG1216/2005|A_/_H3N2|unassigned|2005-03-03|HA|4||EPI_ISL_150829,1990.4-like
A/swine/Iowa/004669_02859144/2025|A_/_H3N2|unassigned|2025-12-19|HA|4||EPI_ISL_20389168,2010.1
A/swine/Minnesota/A01279722/2012|A_/_H3N2|unassigned|2012-12-06|HA|4||EPI_ISL_133699,1990.4.b2
A/swine/Nebraska/A02268693/2018|A_/_H3N2|unassigned|2018-11-02|HA|4||EPI_ISL_378876,2010.1
A/swine/Nebraska/A02245566/2020|A_/_H3N2|unassigned|2020-03-27|HA|4||EPI_ISL_504153,1990.4.a
A/swine/Indiana/100709/2020|A_/_H3|unassigned|2020-10-29|HA|4||EPI_ISL_19278108,2010.2
A/swine/Illinois/A01493218/2014|A_/_H3N2|unassigned|2014-03-19|HA|4||EPI_ISL_161341,1990.4.e
A/swine/Minnesota/A01785463/2018|A_/_H3N2|unassigned|2018-03-09|HA|4||EPI_ISL_388949,2010.1
A/swine/Ohio/16TOSU3152/2016|A_/_H3N2|unassigned|2016-06-01|HA|4||EPI_ISL_327825,2010.1
A/swine/Iowa/A02863175/2024|A_/_H3N2|3C.2|2024-11-20|HA|4||EPI_ISL_19633292,2010.1
A/swine/Iowa/A01777664/2016|A_/_H3N2|unassigned|2016-06-29|HA|4||EPI_ISL_234966,2010.1
A/swine/Illinois/100421/2019|A_/_H3|unassigned|2019-10-23|HA|4||EPI_ISL_19278295,2010.1
A/swine/Iowa/22TOSU3957/2022|A_/_H3N2|3C.2|2022-08-15|HA|4||EPI_ISL_17409601,2010.1
A/swine/Illinois/092505_02858794/2025|A_/_H3N2|unassigned|2025-08-26|HA|4||EPI_ISL_20187384,2010.1
A/swine/Iowa/A02751206/2022|A_/_H3N2|3C.2|2022-11-08|HA|4||EPI_ISL_16925091,2010.1
A/swine/North_Carolina/A02479083/2020|A_/_H3N2|unassigned|2020-02-20|HA|4||EPI_ISL_503920,1990.4.a
A/swine/Nebraska/I078528/2025|A_/_H3N1|unassigned|2025-07-28|HA|4||EPI_ISL_20327338,1990.4.i
A/swine/Iowa/A02215043/2017|A_/_H3N2|unassigned|2017-04-27|HA|4||EPI_ISL_267145,2010.1
A/swine/Iowa/A02636640/2022|A_/_H3N2|unassigned|2022-04-11|HA|4||EPI_ISL_14835147,1990.4.a
A/swine/North_Carolina/A01290762/2013|A_/_H3N2|unassigned|2013-11-01|HA|4||EPI_ISL_153767,1990.4.a
A/swine/Kansas/A02245726/2020|A_/_H3N2|unassigned|2020-10-01|HA|4||EPI_ISL_697662,2010.1
"Influenza A virus (A/swine/Illinois/21TOSU2124/2021(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2021-06-25|OP871249.1",1990.4.a
A/swine/Indiana/A02862499/2024|A_/_H3N2|unassigned|2024-04-03|HA|4||EPI_ISL_19095234,2010.2
A/swine/Iowa/A02134996/2017|A_/_H3N2|unassigned|2017-10-23|HA|4||EPI_ISL_296390,2010.1
A/swine/Iowa/A02479341/2020|A_/_H3N2|unassigned|2020-05-13|HA|4||EPI_ISL_501758,1990.4.a
A/swine/Iowa/A01244302/2012|A_/_H3N2|unassigned|2012-11-05|HA|4||EPI_ISL_133708,1990.4.a
A/swine/Oklahoma/A01678605/2019|A_/_H3N2|3C.2a1|2019-07-12|HA|4||EPI_ISL_393431,2010.2
A/swine/Ohio/A02685216/2023|A_/_H3N2|unassigned|2023-11-29|HA|4||EPI_ISL_19266388,2010.1
A/swine/Illinois/A02271345/2018|A_/_H3N2|unassigned|2018-12-06|HA|4||EPI_ISL_376688,2010.1
A/swine/Pennsylvania/A02636383/2022|A_/_H3N2|unassigned|2022-01-13|HA|4||EPI_ISL_14775395,1990.4.a
A/swine/Oklahoma/ISU-A02862014/2023|A_/_H3N2|unassigned|2023-11-08|HA|4||EPI_ISL_18777066,2010.1
A/swine/Iowa/A02861638/2023|A_/_H3N2|unassigned|2023-07-10|HA|4||EPI_ISL_18211287,2010.1
A/swine/Illinois/A01201606/2011|A_/_H3N2|unassigned|2011-06-01|HA|4||EPI_ISL_104808,1990.4.d
A/swine/Indiana/A02751435/2022|A_/_H3N2|3C.3a|2022-12-27|HA|4||EPI_ISL_17184132,1990.4.a
A/swine/Minnesota/SG-00235/2007|A_/_H3N2|unassigned|2007-06-11|HA|4||EPI_ISL_25302,1990.4
A/swine/Indiana/24TOSU0773/2024|A_/_H3N2|3C.3a|2024-06-13|HA|4||EPI_ISL_19332104,1990.4.a
A/swine/Kansas/A02750656/2022|A_/_H3N2|unassigned|2022-06-16|HA|4||EPI_ISL_14875710,2010.1
A/swine/Illinois/100218/2016|A_/_H3|unassigned|2016-10-25|HA|4||EPI_ISL_19278908,1990.4.b2
A/swine/Pennsylvania/A02524416/2020|A_/_H3N2|unassigned|2020-06-11|HA|4||EPI_ISL_499227,1990.4.a
A/swine/Illinois/A02858522/2025|A_/_H3N2|unassigned|2025-04-09|HA|4||EPI_ISL_19855216,2010.1
A/swine/Iowa/A02524686/2020|A_/_H3N2|unassigned|2020-10-02|HA|4||EPI_ISL_697639,1990.4.a
A/swine/Illinois/101676/2021|A_/_H3|3C.3a|2021-11-30|HA|4||EPI_ISL_19277980,1990.4.a
A/swine/Alabama/00602/2005|A_/_H3N2|unassigned|2005-01-01|HA|4||EPI_ISL_189999,1990.4
A/swine/Kansas/A02711802/2022|A_/_H3N2|unassigned|2022-04-07|HA|4||EPI_ISL_14835315,2010.1
"Influenza A virus (A/swine/Minnesota/A02979314/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2024-10-31|PQ851389.1",1990.4.a
A/swine/North_Carolina/A02635901/2021|A_/_H3N2|unassigned|2021-06-21|HA|4||EPI_ISL_4084509,1990.4.a
"Influenza A virus (A/swine/Oklahoma/00606/2005(H3N2)) hemagglutinin (HA) gene, partial cds |Alphainfluenzavirus influenzae|H3N2|USA: Oklahoma|Sus scrofa|2005-05-04|CY159723.1",1990.4
A/swine/Illinois/A01327868/2012|A_/_H3N2|unassigned|2012-05-03|HA|4||EPI_ISL_130016,1990.4.e
A/swine/Missouri/A02858426/2025|A_/_H3N2|unassigned|2025-02-27|HA|4||EPI_ISL_19810995,2010.1
A/swine/Iowa/A02269695/2018|A_/_H3N2|unassigned|2018-11-13|HA|4||EPI_ISL_378900,2010.1
A/swine/Iowa/A02862678/2024|A_/_H3N2|3C.2|2024-07-25|HA|4||EPI_ISL_19301236,2010.1
A/swine/Kentucky/16TOSU6724/2016|A_/_H3N2|unassigned|2016-07-07|HA|4||EPI_ISL_254022,1990.4.a
A/swine/Wisconsin/A02978861/2024|A_/_H3N2|3C.2|2024-03-22|HA|4||EPI_ISL_19134601,2010.1
A/swine/Iowa/A02862866/2024|A_/_H3N2|unassigned|2024-09-10|HA|4||EPI_ISL_19471781,2010.1
A/swine/North_Carolina/A02861257/2023|A_/_H3N2|unassigned|2023-02-14|HA|4||EPI_ISL_17353494,1990.4.a
A/swine/Iowa/A02863109/2024|A_/_H3N2|unassigned|2024-11-01|HA|4||EPI_ISL_19603487,2010.1
A/swine/Iowa/A02858390/2025|A_/_H3N2|3C.2|2025-02-18|HA|4||EPI_ISL_19790153,2010.1
A/swine/Wyoming/A01397400/2013|A_/_H3N2|unassigned|2013-06-25|HA|4||EPI_ISL_147140,1990.4.a
A/swine/Iowa/ISU-A02862035/2023|A_/_H3N2|3C.2|2023-11-14|HA|4||EPI_ISL_18777058,2010.1
"Influenza A virus (A/swine/North Carolina/A02979408/2025(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2025-03-07|PV648378.1",2010.1
A/swine/Iowa/101199/2010|A_/_H3|unassigned|2010-01-14|HA|4||EPI_ISL_19279428,1990.4
A/swine/Indiana/A02430541/2019|A_/_H3N2|3C.2a1|2019-02-19|HA|4||EPI_ISL_371767,2010.2
A/swine/Illinois/A01076735/2010|A_/_H3N2|unassigned|2010-11-01|HA|4||EPI_ISL_124342,1990.4
"Influenza A virus (A/swine/Kansas/A02246982/2021(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Kansas|Sus scrofa|2021-10-22|OL840592.1",1990.4.b1
A/swine/ISU-Missouri/A02861843/2023|A_/_H3N2|unassigned|2023-09-27|HA|4||EPI_ISL_18749704,2010.1
A/swine/Illinois/100811/2022|A_/_H3|3C.3a|2022-01-11|HA|4||EPI_ISL_19277948,1990.4.a
A/swine/Iowa/CEIRR-K97479/2023|A_/_H3N2|unassigned|2023-10-18|HA|4||EPI_ISL_18847097,2010.1
A/swine/Iowa/B58578/2022|A_/_H3N2|unassigned|2022-06-17|HA|4||EPI_ISL_15620323,2010.1
A/swine/Iowa/A02861530/2023|A_/_H3N2|3C.3a|2023-05-15|HA|4||EPI_ISL_18037857,1990.4.a
A/swine/Iowa/A02524512/2020|A_/_H3N2|unassigned|2020-07-30|HA|4||EPI_ISL_707116,2010.1
A/swine/Kansas/A02245345/2019|A_/_H3N2|unassigned|2019-11-29|HA|4||EPI_ISL_505706,2010.1
"Influenza A virus (A/swine/Illinois/A02861360/2023(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Illinois|Sus scrofa|2023-04-05|OQ954422.1",2010.1
A/swine/Kansas/A02858707/2025|A_/_H3N2|unassigned|2025-06-29|HA|4||EPI_ISL_20098719,2010.1
A/swine/North_Carolina/A02636172/2021|A_/_H3N2|unassigned|2021-09-16|HA|4||EPI_ISL_6795343,1990.4.a
A/swine/Iowa/A02479069/2020|A_/_H3N2|unassigned|2020-02-17|HA|4||EPI_ISL_503892,2010.1
A/swine/Illinois/A02861392/2023|A_/_H3N2|3C.2|2023-04-17|HA|4||EPI_ISL_17699664,2010.1
A/swine/Iowa/A02858345/2025|A_/_H3N2|unassigned|2025-01-29|HA|4||EPI_ISL_19769007,2010.1
A/swine/North_Carolina/A02862875/2024|A_/_H3N2|unassigned|2024-09-12|HA|4||EPI_ISL_19471776,2010.1
A/swine/Ohio/OH20-24948/2020|A_/_H3N2|3C.3a|2020-11-20|HA|4||EPI_ISL_17373115,1990.4.a
A/swine/Minnesota/A01785779/2018|A_/_H3N2|unassigned|2018-12-05|HA|4||EPI_ISL_376668,2010.1
A/swine/Iowa/A02862841/2024|A_/_H3N2|3C.2|2024-08-23|HA|4||EPI_ISL_19436812,2010.1
A/swine/Ohio/23-19589/2023|A_/_H3N2|unassigned|2023-08-16|HA|4||EPI_ISL_20186016,2010.1
A/swine/North_Carolina/A02025897/2015|A_/_H3N2|unassigned|2015-09-03|HA|4||EPI_ISL_200984,1990.4.a
A/swine/North_Carolina/ISU-A02862097/2023|A_/_H3N2|unassigned|2023-11-30|HA|4||EPI_ISL_18701681,2010.1
A/swine/Iowa/A02524874/2020|A_/_H3N2|unassigned|2020-11-05|HA|4||EPI_ISL_4081702,1990.4.b1
A/swine/Illinois/101595/2023|A_/_H3|unassigned|2023-04-06|HA|4||EPI_ISL_19277718,2010.1
A/swine/Missouri/101611/2022|A_/_H3|3C.2|2022-11-07|HA|4||EPI_ISL_19277876,2010.1
"Influenza A virus (A/swine/Ohio/23TOSU1880/2023(H3Nx)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3Nx|USA|Sus scrofa scrofa|2023-06-24|OR786797.1",1990.4.a
A/swine/Iowa/A02525251/2021|A_/_H3N2|unassigned|2021-03-10|HA|4||EPI_ISL_4082172,1990.4.a
A/swine/Kentucky/24TOSU2168/2024|A_/_H3N2|unassigned|2024-07-03|HA|4||EPI_ISL_19815567,1990.4.a
"Influenza A virus (A/swine/Minnesota/A02861263/2023(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Minnesota|Sus scrofa|2023-03-03|OQ836480.1",2010.1
A/swine/Pennsylvania/A02635799/2021|A_/_H3N2|unassigned|2021-05-13|HA|4||EPI_ISL_4083933,1990.4.a
A/swine/Minnesota/D09-22524/2009|A_/_H3N2|unassigned|2009-05-04|HA|4||EPI_ISL_188504,1990.4
A/swine/Illinois/101345/2012|A_/_H3|3C.2|2012-03-16|HA|4||EPI_ISL_19279384,1990.4.a
A/swine/Iowa/A02524699/2020|A_/_H3N2|unassigned|2020-10-02|HA|4||EPI_ISL_697702,2010.1
A/swine/Missouri/101632/2022|A_/_H3|3C.2|2022-08-18|HA|4||EPI_ISL_19277913,2010.1
A/swine/Iowa/A02169075/2018|A_/_H3N2|unassigned|2018-05-29|HA|4||EPI_ISL_328637,2010.1
A/swine/Illinois/A01894511/2016|A_/_H3N2|unassigned|2016-03-29|HA|4||EPI_ISL_222501,1990.4.e
A/swine/Nebraska/4D-0114-P1/2014|A_/_H3N2|3C.3a|2014-02-01|HA|4||EPI_ISL_16891351,1990.4.a
A/swine/North_Carolina/A01477142/2014|A_/_H3N2|unassigned|2014-07-30|HA|4||EPI_ISL_166569,1990.4.a
"Influenza A virus (A/swine/North Carolina/A01410877/2014(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: North Carolina|Sus scrofa|2014-05|KM027343.1",1990.4.a
A/swine/Iowa/A02750879/2022|A_/_H3N2|unassigned|2022-09-09|HA|4||EPI_ISL_15620418,2010.1
A/swine/Ohio/13TOSU2130/2013|A_/_H3N2|unassigned|2013-08-01|HA|4||EPI_ISL_161130,1990.4.a
"Influenza A virus (A/swine/North Carolina/A02979336/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2024-11-18|PQ851083.1",
A/swine/Minnesota/A01392534/2013|A_/_H3N2|unassigned|2013-10-03|HA|4||EPI_ISL_150522,1990.4.f
A/swine/Ohio/14TOSU21811/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_200865,1990.4.b1
A/swine/Nebraska/I080616/2024|A_/_H3N1|unassigned|2024-08-06|HA|4||EPI_ISL_19501204,1990.4.i
A/swine/Indiana/104702_02858902/2025|A_/_H3N2|unassigned|2025-10-07|HA|4||EPI_ISL_20247425,2010.2
A/swine/Wisconsin/099664_02858863/2025|A_/_H3N2|unassigned|2025-09-25|HA|4||EPI_ISL_20220231,2010.1
A/swine/Iowa/A02635834/2021|A_/_H3N2|unassigned|2021-05-13|HA|4||EPI_ISL_4083961,1990.4.a
A/swine/Kansas/10-83533/2010|A_/_H3N2|unassigned|2010-04-18|HA|4||EPI_ISL_182282,1990.4
"Influenza A virus (A/swine/Kentucky/23TOSU2278/2023(H3Nx)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3Nx|USA|Sus scrofa scrofa|2023-07-05|PP461307.1",1990.4.a
A/swine/Minnesota/65767/2006|A_/_H3N2|unassigned|2006-12-26|HA|4||EPI_ISL_64466,1990.4
A/swine/Oklahoma/A01672422/2017|A_/_H3N2|unassigned|2017-01-17|HA|4||EPI_ISL_256566,2010.1
A/swine/North_Carolina/A01566286/2014|A_/_H3N2|unassigned|2014-07-28|HA|4||EPI_ISL_170846,1990.4.a
A/swine/Iowa/21TOSU0768/2021|A_/_H3N2|unassigned|2021-05-27|HA|4||EPI_ISL_18005792,2010.2
A/swine/Missouri/A02636044/2021|A_/_H3N2|unassigned|2021-08-11|HA|4||EPI_ISL_6781473,2010.1
A/swine/Iowa/ISU-A02861956/2023|A_/_H3N2|unassigned|2023-10-26|HA|4||EPI_ISL_18777107,2010.1
A/swine/North_Carolina/A02245687/2020|A_/_H3N2|unassigned|2020-08-12|HA|4||EPI_ISL_707263,1990.4.a
A/swine/Nebraska/I095500/2025|A_/_H3N1|unassigned|2025-09-18|HA|4||EPI_ISL_20327340,1990.4.i
A/swine/Iowa/A02478600/2019|A_/_H3N2|unassigned|2019-07-26|HA|4||EPI_ISL_388669,1990.4.a
"Influenza A virus (A/swine/Iowa/CD81015/2015(H3N1)) clone 5 segment 4 hemagglutinin, HA2 region, (HA) gene, partial cds |Alphainfluenzavirus influenzae|H3N1|USA|Sus scrofa|2015-08-17|MW839745.1",
A/swine/North_Carolina/A01476560/2014|A_/_H3N2|unassigned|2014-10-06|HA|4||EPI_ISL_171029,1990.4.a
A/swine/Ohio/OH18-08582.4/2018|A_/_H3N2|unassigned|2018-04-15|HA|4||EPI_ISL_373197,1990.4.a
A/swine/Iowa/A02635817/2021|A_/_H3N2|unassigned|2021-03-08|HA|4||EPI_ISL_4083989,1990.4.a
A/swine/Indiana/A02525372/2021|A_/_H3N2|unassigned|2021-04-12|HA|4||EPI_ISL_4083580,1990.4.a
A/swine/Iowa/A02214497/2017|A_/_H3N2|unassigned|2017-04-09|HA|4||EPI_ISL_272853,2010.1
A/swine/Ohio/24-2293-2/2024|A_/_H3N2|unassigned|2024-01-31|HA|4||EPI_ISL_20187759,2010.1
A/swine/Pennsylvania/A02636577/2022|A_/_H3N2|unassigned|2022-03-16|HA|4||EPI_ISL_14779625,1990.4.a
A/swine/Ohio/21TOSU0486/2021|A_/_H3N2|unassigned|2021-05-22|HA|4||EPI_ISL_14224595,1990.4.a
A/swine/Iowa/20TOSU1058/2020|A_/_H3N2|unassigned|2020-07-07|HA|4||EPI_ISL_14224394,1990.4.a
"Influenza A virus (A/swine/Minnesota/A02246983/2021(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Minnesota|Sus scrofa|2021-10-25|OL840602.1",1990.4.a
A/swine/Iowa/ISU-A02862054/2023|A_/_H3N2|3C.2|2023-11-20|HA|4||EPI_ISL_18777049,2010.1
"Influenza A virus (A/swine/Arkansas/SG1319/2009(H3N2)) hemagglutinin (HA) gene, partial cds |Alphainfluenzavirus influenzae|H3N2|USA: Arkansas|Sus scrofa|2009-01-14|CY159906.1",1990.4
A/swine/Indiana/A01812151/2016|A_/_H3N2|unassigned|2016-01-20|HA|4||EPI_ISL_236810,1990.4.a
A/swine/MN/58835/2018|A_/_H3N2|unassigned|2018-08-21|HA|4||EPI_ISL_389824,1990.1
A/swine/Kansas/018050-1/2014|A_/_H3N2|unassigned|2014-07-09|HA|4||EPI_ISL_166558,1990.4.a
A/swine/Minnesota/A01822846/2015|A_/_H3N2|unassigned|2015-06-08|HA|4||EPI_ISL_195315,1990.4.a
A/swine/Indiana/A02636041/2021|A_/_H3N2|unassigned|2021-08-06|HA|4||EPI_ISL_6781485,2010.2
A/swine/Nebraska/I038467/2024|A_/_H3N2|unassigned|2024-04-11|HA|4||EPI_ISL_19283987,1990.4.i
A/swine/Kansas/A02978503/2023|A_/_H3N2|unassigned|2023-05-05|HA|4||EPI_ISL_17809149,2010.1
"Influenza A virus (A/swine/Ohio/OH20-16034/2020(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Ohio|Sus scrofa|2020-07-29|OQ695121.1",1990.4.a
A/swine/Kentucky/17TOSU6417/2017|A_/_H3N2|unassigned|2017-07-01|HA|4||EPI_ISL_373647,2010.1
A/swine/Illinois/63607-22/2008|A_/_H3N2|unassigned|2008-01-01|HA|4||EPI_ISL_30292,1990.4
A/swine/Illinois/A02635974/2021|A_/_H3N2|unassigned|2021-07-14|HA|4||EPI_ISL_4089878,2010.1
A/swine/Minnesota/63607-29/2008|A_/_H3N2|unassigned|2008-01-01|HA|4||EPI_ISL_30312,1990.4
A/swine/Oklahoma/A02479048/2020|A_/_H3N2|unassigned|2020-02-04|HA|4||EPI_ISL_503622,2010.1
A/swine/Iowa/A01076632/2010|A_/_H3N2|unassigned|2010-10-26|HA|4||EPI_ISL_116351,1990.4.b2
A/swine/Illinois/A02140801/2018|A_/_H3N2|unassigned|2018-01-10|HA|4||EPI_ISL_299567,2010.1
A/swine/Iowa/A02750771/2022|A_/_H3N2|unassigned|2022-08-09|HA|4||EPI_ISL_15215288,1990.4.a
A/swine/Indiana/24TOSU1003/2024|A_/_H3N2|3C.3a|2024-06-18|HA|4||EPI_ISL_19815610,1990.4.a
A/swine/North_Carolina/A02245174/2019|A_/_H3N2|unassigned|2019-06-12|HA|4||EPI_ISL_372556,2010.1
A/swine/Illinois/A01565507/2014|A_/_H3N1|3C.3a|2014-09-16|HA|4||EPI_ISL_167983,1990.4.a
A/swine/North_Carolina/A01797711/2015|A_/_H3N2|unassigned|2015-12-01|HA|4||EPI_ISL_208970,1990.4.b2
A/swine/Kansas/A02978429/2023|A_/_H3N2|unassigned|2023-02-10|HA|4||EPI_ISL_17986901,1990.4.b1
A/swine/Iowa/A01672043/2017|A_/_H3N2|unassigned|2017-01-04|HA|4||EPI_ISL_254690,2010.1
A/swine/Missouri/101792/2017|A_/_H3|3C.2|2017-06-16|HA|4||EPI_ISL_19278812,1990.4.a
A/swine/Missouri/A02758605/2023|A_/_H3N2|3C.2a1b.2a.2a.1|2023-02-07|HA|4||EPI_ISL_17353490,Other-Human-2020
A/swine/Illinois/A01201763/2011|A_/_H3N2|unassigned|2011-06-23|HA|4||EPI_ISL_127744,2010.1-like
A/swine/North_Carolina/A02245825/2020|A_/_H3N2|unassigned|2020-12-08|HA|4||EPI_ISL_4081829,1990.4.a
A/swine/Minnesota/A02978864/2024|A_/_H3N2|unassigned|2024-03-25|HA|4||EPI_ISL_19134597,1990.4.a
A/swine/North_Carolina/A02861259/2023|A_/_H3N2|3C.3a|2023-03-09|HA|4||EPI_ISL_17530194,1990.4.a
