"sequence_name","clade","name_cleaned","location","date"
"A/swine/Ohio/11SW98/2011|A_/_H3N2|unassigned|2011-08-05|HA|4|EPI_ISL_133879","unassigned","A/swine/Ohio/11SW98/2011|A_/_H3N2|unassigned|2011-08-05|HA|4|EPI_ISL_133879","Ohio","2011-08-05"
"A/swine/Ohio/11SW166/2011|A_/_H3N2|unassigned|2011-08-08|HA|4|EPI_ISL_133900","unassigned","A/swine/Ohio/11SW166/2011|A_/_H3N2|unassigned|2011-08-08|HA|4|EPI_ISL_133900","Ohio","2011-08-08"
"A/swine/Ohio/11SW87/2011|A_/_H3N2|unassigned|2011-08-05|HA|4|EPI_ISL_133873","1990.4.a","A/swine/Ohio/11SW87/2011|A_/_H3N2|1990.4.a|2011-08-05|HA|4|EPI_ISL_133873","Ohio","2011-08-05"
"A/swine/Ohio/7/2012|A_/_H3N2|unassigned|2012-06-01|HA|4|EPI_ISL_123129","1990.4.a","A/swine/Ohio/7/2012|A_/_H3N2|1990.4.a|2012-06-01|HA|4|EPI_ISL_123129","Ohio","2012-06-01"
"A/swine/Ohio/9/2012|A_/_H3N2|unassigned|2012-06-01|HA|4|EPI_ISL_123128","1990.4.a","A/swine/Ohio/9/2012|A_/_H3N2|1990.4.a|2012-06-01|HA|4|EPI_ISL_123128","Ohio","2012-06-01"
"A/swine/Ohio/1/2012|A_/_H3N2|unassigned|2012-06-01|HA|4|EPI_ISL_122021","1990.4.a","A/swine/Ohio/1/2012|A_/_H3N2|1990.4.a|2012-06-01|HA|4|EPI_ISL_122021","Ohio","2012-06-01"
"A/swine/Illinois/A01203672/2012|A_/_H3N2|unassigned|2012-07-21|HA|4|EPI_ISL_129377","1990.4.a","A/swine/Illinois/A01203672/2012|A_/_H3N2|1990.4.a|2012-07-21|HA|4|EPI_ISL_129377","Illinois","2012-07-21"
"A/swine/Illinois/A01241916/2012|A_/_H3N2|unassigned|2012-03-01|HA|4|EPI_ISL_124317","1990.4.a","A/swine/Illinois/A01241916/2012|A_/_H3N2|1990.4.a|2012-03-01|HA|4|EPI_ISL_124317","Illinois","2012-03-01"
"A/swine/Illinois/A01241871/2012|A_/_H3N2|unassigned|2012-02-29|HA|4|EPI_ISL_124883","unassigned","A/swine/Illinois/A01241871/2012|A_/_H3N2|unassigned|2012-02-29|HA|4|EPI_ISL_124883","Illinois","2012-02-29"
"A/swine/Illinois/A01241876/2012|A_/_H3N2|unassigned|2012-02-29|HA|4|EPI_ISL_130093","unassigned","A/swine/Illinois/A01241876/2012|A_/_H3N2|unassigned|2012-02-29|HA|4|EPI_ISL_130093","Illinois","2012-02-29"
"A/swine/North_Carolina/A01290447/2013|A_/_H3N2|unassigned|2013-09-01|HA|4|EPI_ISL_151713","1990.4.a","A/swine/North Carolina/A01290447/2013|A_/_H3N2|1990.4.a|2013-09-01|HA|4|EPI_ISL_151713","North Carolina","2013-09-01"
"A/swine/Indiana/A01260371/2013|A_/_H3N2|unassigned|2013-08-19|HA|4|EPI_ISL_151703","1990.4.a","A/swine/Indiana/A01260371/2013|A_/_H3N2|1990.4.a|2013-08-19|HA|4|EPI_ISL_151703","Indiana","2013-08-19"
"A/swine/Indiana/A01260368/2013|A_/_H3N2|unassigned|2013-08-19|HA|4|EPI_ISL_151704","1990.4.a","A/swine/Indiana/A01260368/2013|A_/_H3N2|1990.4.a|2013-08-19|HA|4|EPI_ISL_151704","Indiana","2013-08-19"
"A/swine/Indiana/13TOSU1035/2013|A_/_H3N2|unassigned|2013-07-01|HA|4|EPI_ISL_161124","1990.4.a","A/swine/Indiana/13TOSU1035/2013|A_/_H3N2|1990.4.a|2013-07-01|HA|4|EPI_ISL_161124","Indiana","2013-07-01"
"A/swine/Indiana/13TOSU1026/2013|A_/_H3N2|unassigned|2013-07-01|HA|4|EPI_ISL_161180","unassigned","A/swine/Indiana/13TOSU1026/2013|A_/_H3N2|unassigned|2013-07-01|HA|4|EPI_ISL_161180","Indiana","2013-07-01"
"A/swine/Indiana/A01432300/2013|A_/_H3N2|unassigned|2013-01-01|HA|4|EPI_ISL_136568","1990.4.a","A/swine/Indiana/A01432300/2013|A_/_H3N2|1990.4.a|2013-01-01|HA|4|EPI_ISL_136568","Indiana","2013-01-01"
"A/swine/Indiana/A01260361/2013|A_/_H3N2|unassigned|2013-08-08|HA|4|EPI_ISL_149658","1990.4.a","A/swine/Indiana/A01260361/2013|A_/_H3N2|1990.4.a|2013-08-08|HA|4|EPI_ISL_149658","Indiana","2013-08-08"
"A/swine/North_Carolina/A01290778/2013|A_/_H3N2|unassigned|2013-11-01|HA|4|EPI_ISL_153756","1990.4.a","A/swine/North Carolina/A01290778/2013|A_/_H3N2|1990.4.a|2013-11-01|HA|4|EPI_ISL_153756","North Carolina","2013-11-01"
"A/swine/North_Carolina/A01475217/2014|A_/_H3N2|unassigned|2014-03-01|HA|4|EPI_ISL_162025","1990.4.a","A/swine/North Carolina/A01475217/2014|A_/_H3N2|1990.4.a|2014-03-01|HA|4|EPI_ISL_162025","North Carolina","2014-03-01"
"A/swine/North_Carolina/A01410511/2014|A_/_H3N2|unassigned|2014-03-01|HA|4|EPI_ISL_162320","1990.4.a","A/swine/North Carolina/A01410511/2014|A_/_H3N2|1990.4.a|2014-03-01|HA|4|EPI_ISL_162320","North Carolina","2014-03-01"
"A/swine/Indiana/A01260093/2012|A_/_H3N2|unassigned|2012-10-30|HA|4|EPI_ISL_132939","1990.4.a","A/swine/Indiana/A01260093/2012|A_/_H3N2|1990.4.a|2012-10-30|HA|4|EPI_ISL_132939","Indiana","2012-10-30"
"A/swine/North_Carolina/A01409104/2013|A_/_H3N2|unassigned|2013-10-01|HA|4|EPI_ISL_153747","1990.4.a","A/swine/North Carolina/A01409104/2013|A_/_H3N2|1990.4.a|2013-10-01|HA|4|EPI_ISL_153747","North Carolina","2013-10-01"
"A/swine/Iowa/A01290867/2013|A_/_H3N2|unassigned|2013-11-01|HA|4|EPI_ISL_155701","1990.4.a","A/swine/Iowa/A01290867/2013|A_/_H3N2|1990.4.a|2013-11-01|HA|4|EPI_ISL_155701","Iowa","2013-11-01"
"A/swine/Illinois/A01509203/2014|A_/_H3N2|unassigned|2014-04-15|HA|4|EPI_ISL_162554","1990.4.a","A/swine/Illinois/A01509203/2014|A_/_H3N2|1990.4.a|2014-04-15|HA|4|EPI_ISL_162554","Illinois","2014-04-15"
"A/swine/Illinois/A01509186/2014|A_/_H3N2|unassigned|2014-04-15|HA|4|EPI_ISL_162552","unassigned","A/swine/Illinois/A01509186/2014|A_/_H3N2|unassigned|2014-04-15|HA|4|EPI_ISL_162552","Illinois","2014-04-15"
"A/swine/Illinois/A01509209/2014|A_/_H3N2|unassigned|2014-04-15|HA|4|EPI_ISL_162556","unassigned","A/swine/Illinois/A01509209/2014|A_/_H3N2|unassigned|2014-04-15|HA|4|EPI_ISL_162556","Illinois","2014-04-15"
"A/swine/California/A00968949/2014|A_/_H3N2|unassigned|2014-07-02|HA|4|EPI_ISL_167220","unassigned","A/swine/California/A00968949/2014|A_/_H3N2|unassigned|2014-07-02|HA|4|EPI_ISL_167220","California","2014-07-02"
"A/swine/Indiana/A01260280/2013|A_/_H3N2|unassigned|2013-04-19|HA|4|EPI_ISL_143498","1990.4.a","A/swine/Indiana/A01260280/2013|A_/_H3N2|1990.4.a|2013-04-19|HA|4|EPI_ISL_143498","Indiana","2013-04-19"
"A/swine/Maryland/A01319694/2013|A_/_H3N2|unassigned|2013-04-10|HA|4|EPI_ISL_146093","1990.4.a","A/swine/Maryland/A01319694/2013|A_/_H3N2|1990.4.a|2013-04-10|HA|4|EPI_ISL_146093","Maryland","2013-04-10"
"A/swine/Indiana/A00968364/2012|A_/_H3N2|unassigned|2012-07-03|HA|4|EPI_ISL_151699","1990.4.a","A/swine/Indiana/A00968364/2012|A_/_H3N2|1990.4.a|2012-07-03|HA|4|EPI_ISL_151699","Indiana","2012-07-03"
"A/swine/Ohio/A00138552/2012|A_/_H3N2|unassigned|2012-09-02|HA|4|EPI_ISL_131252","1990.4.a","A/swine/Ohio/A00138552/2012|A_/_H3N2|1990.4.a|2012-09-02|HA|4|EPI_ISL_131252","Ohio","2012-09-02"
"A/swine/Ohio/12TOSU318/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_139858","unassigned","A/swine/Ohio/12TOSU318/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_139858","Ohio","2012-08-03"
"A/swine/Iowa/A01267939/2012|A_/_H3N2|unassigned|2012-10-24|HA|4|EPI_ISL_132329","unassigned","A/swine/Iowa/A01267939/2012|A_/_H3N2|unassigned|2012-10-24|HA|4|EPI_ISL_132329","Iowa","2012-10-24"
"A/swine/Iowa/A01203863/2012|A_/_H3N2|unassigned|2012-10-01|HA|4|EPI_ISL_132357","unassigned","A/swine/Iowa/A01203863/2012|A_/_H3N2|unassigned|2012-10-01|HA|4|EPI_ISL_132357","Iowa","2012-10-01"
"A/swine/Ohio/13TOSU2052/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_161143","unassigned","A/swine/Ohio/13TOSU2052/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_161143","Ohio","2013-08-01"
"A/swine/Iowa/A01432271/2012|A_/_H3N2|unassigned|2012-12-01|HA|4|EPI_ISL_136567","unassigned","A/swine/Iowa/A01432271/2012|A_/_H3N2|unassigned|2012-12-01|HA|4|EPI_ISL_136567","Iowa","2012-12-01"
"A/swine/Ohio/12TOSU333/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_140904","unassigned","A/swine/Ohio/12TOSU333/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_140904","Ohio","2012-08-03"
"A/swine/Ohio/12TOSU409/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140914","unassigned","A/swine/Ohio/12TOSU409/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140914","Ohio","2012-08-06"
"A/swine/Ohio/12TOSU439/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140913","unassigned","A/swine/Ohio/12TOSU439/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140913","Ohio","2012-08-06"
"A/swine/Ohio/13TOSU2043/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_161604","unassigned","A/swine/Ohio/13TOSU2043/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_161604","Ohio","2013-08-01"
"A/swine/Indiana/A01260099/2012|A_/_H3N2|unassigned|2012-11-02|HA|4|EPI_ISL_132940","unassigned","A/swine/Indiana/A01260099/2012|A_/_H3N2|unassigned|2012-11-02|HA|4|EPI_ISL_132940","Indiana","2012-11-02"
"A/swine/Ohio/13TOSU1547/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_161680","unassigned","A/swine/Ohio/13TOSU1547/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_161680","Ohio","2013-08-01"
"A/swine/Ohio/12TOSU307/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_129360","unassigned","A/swine/Ohio/12TOSU307/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_129360","Ohio","2012-08-03"
"A/swine/Indiana/A00968394/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_133714","unassigned","A/swine/Indiana/A00968394/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_133714","Indiana","2012-08-06"
"A/swine/Indiana/A00968398/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_133712","unassigned","A/swine/Indiana/A00968398/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_133712","Indiana","2012-08-06"
"A/swine/Maryland/A01104048/2012|A_/_H3N2|unassigned|2012-08-16|HA|4|EPI_ISL_129868","1990.4.a","A/swine/Maryland/A01104048/2012|A_/_H3N2|1990.4.a|2012-08-16|HA|4|EPI_ISL_129868","Maryland","2012-08-16"
"A/swine/Pennsylvania/A01104049/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_131261","1990.4.a","A/swine/Pennsylvania/A01104049/2012|A_/_H3N2|1990.4.a|2012-08-09|HA|4|EPI_ISL_131261","Pennsylvania","2012-08-09"
"A/swine/Pennsylvania/A01104050/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_133713","unassigned","A/swine/Pennsylvania/A01104050/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_133713","Pennsylvania","2012-08-09"
"A/swine/Ohio/12TOSU308/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_139855","1990.4.a","A/swine/Ohio/12TOSU308/2012|A_/_H3N2|1990.4.a|2012-08-03|HA|4|EPI_ISL_139855","Ohio","2012-08-03"
"A/swine/Ohio/12TOSU325/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_139859","1990.4.a","A/swine/Ohio/12TOSU325/2012|A_/_H3N2|1990.4.a|2012-08-03|HA|4|EPI_ISL_139859","Ohio","2012-08-03"
"A/swine/Michigan/A01259003/2012|A_/_H3N2|unassigned|2012-11-28|HA|4|EPI_ISL_135960","1990.4.a","A/swine/Michigan/A01259003/2012|A_/_H3N2|1990.4.a|2012-11-28|HA|4|EPI_ISL_135960","Michigan","2012-11-28"
"A/swine/Indiana/A00968380/2012|A_/_H3N2|unassigned|2012-07-18|HA|4|EPI_ISL_128502","1990.4.a","A/swine/Indiana/A00968380/2012|A_/_H3N2|1990.4.a|2012-07-18|HA|4|EPI_ISL_128502","Indiana","2012-07-18"
"A/swine/Ohio/12TOSU52/2012|A_/_H3N2|unassigned|2012-06-22|HA|4|EPI_ISL_140919","1990.4.a","A/swine/Ohio/12TOSU52/2012|A_/_H3N2|1990.4.a|2012-06-22|HA|4|EPI_ISL_140919","Ohio","2012-06-22"
"A/swine/Ohio/12TOSU50/2012|A_/_H3N2|unassigned|2012-06-22|HA|4|EPI_ISL_140920","unassigned","A/swine/Ohio/12TOSU50/2012|A_/_H3N2|unassigned|2012-06-22|HA|4|EPI_ISL_140920","Ohio","2012-06-22"
"A/swine/Indiana/A01104016/2012|A_/_H3N2|unassigned|2012-07-31|HA|4|EPI_ISL_129191","1990.4.a","A/swine/Indiana/A01104016/2012|A_/_H3N2|1990.4.a|2012-07-31|HA|4|EPI_ISL_129191","Indiana","2012-07-31"
"A/swine/Indiana/A01104023/2012|A_/_H3N2|unassigned|2012-07-31|HA|4|EPI_ISL_129290","unassigned","A/swine/Indiana/A01104023/2012|A_/_H3N2|unassigned|2012-07-31|HA|4|EPI_ISL_129290","Indiana","2012-07-31"
"A/swine/Ohio/A01133464/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_129874","1990.4.a","A/swine/Ohio/A01133464/2012|A_/_H3N2|1990.4.a|2012-08-03|HA|4|EPI_ISL_129874","Ohio","2012-08-03"
"A/swine/Indiana/A00968308/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_130420","1990.4.a","A/swine/Indiana/A00968308/2012|A_/_H3N2|1990.4.a|2012-08-09|HA|4|EPI_ISL_130420","Indiana","2012-08-09"
"A/swine/Ohio/12TOSU527/2012|A_/_H3N2|unassigned|2012-08-15|HA|4|EPI_ISL_131258","1990.4.a","A/swine/Ohio/12TOSU527/2012|A_/_H3N2|1990.4.a|2012-08-15|HA|4|EPI_ISL_131258","Ohio","2012-08-15"
"A/swine/Ohio/12TOSU338/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_140907","unassigned","A/swine/Ohio/12TOSU338/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_140907","Ohio","2012-08-03"
"A/swine/Ohio/12TOSU421/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140911","unassigned","A/swine/Ohio/12TOSU421/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140911","Ohio","2012-08-06"
"A/swine/Ohio/12TOSU447/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_129359","unassigned","A/swine/Ohio/12TOSU447/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_129359","Ohio","2012-08-09"
"A/swine/Ohio/12TOSU450/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_129358","unassigned","A/swine/Ohio/12TOSU450/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_129358","Ohio","2012-08-09"
"A/swine/Wisconsin/A00677500/2012|A_/_H3N2|unassigned|2012-08-19|HA|4|EPI_ISL_129875","unassigned","A/swine/Wisconsin/A00677500/2012|A_/_H3N2|unassigned|2012-08-19|HA|4|EPI_ISL_129875","Wisconsin","2012-08-19"
"A/swine/Ohio/A00152576/2012|A_/_H3N2|unassigned|2012-08-15|HA|4|EPI_ISL_129877","unassigned","A/swine/Ohio/A00152576/2012|A_/_H3N2|unassigned|2012-08-15|HA|4|EPI_ISL_129877","Ohio","2012-08-15"
"A/swine/Ohio/A01208457/2012|A_/_H3N2|unassigned|2012-08-07|HA|4|EPI_ISL_129876","unassigned","A/swine/Ohio/A01208457/2012|A_/_H3N2|unassigned|2012-08-07|HA|4|EPI_ISL_129876","Ohio","2012-08-07"
"A/swine/Ohio/12TOSU527/2012|A_/_H3N2|unassigned|2012-01-01|HA|4|EPI_ISL_16706690","unassigned","A/swine/Ohio/12TOSU527/2012|A_/_H3N2|unassigned|2012-01-01|HA|4|EPI_ISL_16706690","Ohio","2012-01-01"
"A/swine/Ohio/12TOSU522/2012|A_/_H3N2|unassigned|2012-08-15|HA|4|EPI_ISL_131256","1990.4.a","A/swine/Ohio/12TOSU522/2012|A_/_H3N2|1990.4.a|2012-08-15|HA|4|EPI_ISL_131256","Ohio","2012-08-15"
"A/swine/Ohio/13TOSU1238/2013|A_/_H3N2|unassigned|2013-01-01|HA|4|EPI_ISL_16706165","1990.4.a","A/swine/Ohio/13TOSU1238/2013|A_/_H3N2|1990.4.a|2013-01-01|HA|4|EPI_ISL_16706165","Ohio","2013-01-01"
"A/swine/Ohio/12TOSU447/2012|A_/_H3N2|unassigned|2012-01-01|HA|4|EPI_ISL_16706161","unassigned","A/swine/Ohio/12TOSU447/2012|A_/_H3N2|unassigned|2012-01-01|HA|4|EPI_ISL_16706161","Ohio","2012-01-01"
"A/swine/Ohio/13TOSU1238/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891315","unassigned","A/swine/Ohio/13TOSU1238/2013|A_/_H3N2|3C.3a|2013-02-01|HA|4|EPI_ISL_16891315","Ohio","2013-02-01"
"A/swine/Maryland/A01104040/2012|A_/_H3N2|unassigned|2012-08-15|HA|4|EPI_ISL_129867","1990.4.a","A/swine/Maryland/A01104040/2012|A_/_H3N2|1990.4.a|2012-08-15|HA|4|EPI_ISL_129867","Maryland","2012-08-15"
"A/swine/Illinois/A01432127/2012|A_/_H3N2|unassigned|2012-10-29|HA|4|EPI_ISL_132337","1990.4.a","A/swine/Illinois/A01432127/2012|A_/_H3N2|1990.4.a|2012-10-29|HA|4|EPI_ISL_132337","Illinois","2012-10-29"
"A/swine/Iowa/A01244302/2012|A_/_H3N2|unassigned|2012-11-05|HA|4|EPI_ISL_133708","1990.4.a","A/swine/Iowa/A01244302/2012|A_/_H3N2|1990.4.a|2012-11-05|HA|4|EPI_ISL_133708","Iowa","2012-11-05"
"A/swine/Indiana/A01203509/2012|A_/_H3N2|unassigned|2012-05-09|HA|4|EPI_ISL_124049","1990.4.a","A/swine/Indiana/A01203509/2012|A_/_H3N2|1990.4.a|2012-05-09|HA|4|EPI_ISL_124049","Indiana","2012-05-09"
"A/swine/Iowa/A01432308/2013|A_/_H3N2|unassigned|2013-01-01|HA|4|EPI_ISL_136574","1990.4.a","A/swine/Iowa/A01432308/2013|A_/_H3N2|1990.4.a|2013-01-01|HA|4|EPI_ISL_136574","Iowa","2013-01-01"
"A/swine/Ohio/12TOSU411/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140912","1990.4.a","A/swine/Ohio/12TOSU411/2012|A_/_H3N2|1990.4.a|2012-08-06|HA|4|EPI_ISL_140912","Ohio","2012-08-06"
"A/swine/Indiana/A00968390/2012|A_/_H3N2|unassigned|2012-08-01|HA|4|EPI_ISL_130417","1990.4.a","A/swine/Indiana/A00968390/2012|A_/_H3N2|1990.4.a|2012-08-01|HA|4|EPI_ISL_130417","Indiana","2012-08-01"
"A/swine/Ohio/12TOSU483/2012|A_/_H3N2|unassigned|2012-08-10|HA|4|EPI_ISL_131254","1990.4.a","A/swine/Ohio/12TOSU483/2012|A_/_H3N2|1990.4.a|2012-08-10|HA|4|EPI_ISL_131254","Ohio","2012-08-10"
"A/swine/Ohio/12TOSU484/2012|A_/_H3N2|unassigned|2012-08-10|HA|4|EPI_ISL_131255","unassigned","A/swine/Ohio/12TOSU484/2012|A_/_H3N2|unassigned|2012-08-10|HA|4|EPI_ISL_131255","Ohio","2012-08-10"
"A/swine/Ohio/12TOSU370/2012|A_/_H3N2|unassigned|2012-08-01|HA|4|EPI_ISL_137551","unassigned","A/swine/Ohio/12TOSU370/2012|A_/_H3N2|unassigned|2012-08-01|HA|4|EPI_ISL_137551","Ohio","2012-08-01"
"A/swine/Ohio/12TOSU363/2012|A_/_H3N2|unassigned|2012-08-01|HA|4|EPI_ISL_137552","unassigned","A/swine/Ohio/12TOSU363/2012|A_/_H3N2|unassigned|2012-08-01|HA|4|EPI_ISL_137552","Ohio","2012-08-01"
"A/swine/Ohio/12TOSU371/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_137620","unassigned","A/swine/Ohio/12TOSU371/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_137620","Ohio","2012-08-03"
"A/swine/Ohio/12TOSU374/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_137621","unassigned","A/swine/Ohio/12TOSU374/2012|A_/_H3N2|unassigned|2012-08-03|HA|4|EPI_ISL_137621","Ohio","2012-08-03"
"A/swine/Ohio/A01133466/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_129869","unassigned","A/swine/Ohio/A01133466/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_129869","Ohio","2012-08-06"
"A/swine/Kansas/A01377090/2013|A_/_H3N2|unassigned|2013-10-10|HA|4|EPI_ISL_151926","1990.4.a","A/swine/Kansas/A01377090/2013|A_/_H3N2|1990.4.a|2013-10-10|HA|4|EPI_ISL_151926","Kansas","2013-10-10"
"A/swine/Indiana/A00968386/2012|A_/_H3N2|unassigned|2012-07-26|HA|4|EPI_ISL_129293","1990.4.a","A/swine/Indiana/A00968386/2012|A_/_H3N2|1990.4.a|2012-07-26|HA|4|EPI_ISL_129293","Indiana","2012-07-26"
"A/swine/Indiana/A00968370/2012|A_/_H3N2|unassigned|2012-07-13|HA|4|EPI_ISL_129367","unassigned","A/swine/Indiana/A00968370/2012|A_/_H3N2|unassigned|2012-07-13|HA|4|EPI_ISL_129367","Indiana","2012-07-13"
"A/swine/Indiana/A00968376/2012|A_/_H3N2|unassigned|2012-07-13|HA|4|EPI_ISL_129369","unassigned","A/swine/Indiana/A00968376/2012|A_/_H3N2|unassigned|2012-07-13|HA|4|EPI_ISL_129369","Indiana","2012-07-13"
"A/swine/Indiana/A00968373/2012|A_/_H3N2|unassigned|2012-07-13|HA|4|EPI_ISL_129368","unassigned","A/swine/Indiana/A00968373/2012|A_/_H3N2|unassigned|2012-07-13|HA|4|EPI_ISL_129368","Indiana","2012-07-13"
"A/swine/Indiana/A00968379/2012|A_/_H3N2|unassigned|2012-07-13|HA|4|EPI_ISL_129370","unassigned","A/swine/Indiana/A00968379/2012|A_/_H3N2|unassigned|2012-07-13|HA|4|EPI_ISL_129370","Indiana","2012-07-13"
"A/swine/Indiana/A00968397/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_130419","1990.4.a","A/swine/Indiana/A00968397/2012|A_/_H3N2|1990.4.a|2012-08-06|HA|4|EPI_ISL_130419","Indiana","2012-08-06"
"A/swine/Ohio/12TOSU268/2012|A_/_H3N2|unassigned|2012-07-28|HA|4|EPI_ISL_129365","1990.4.a","A/swine/Ohio/12TOSU268/2012|A_/_H3N2|1990.4.a|2012-07-28|HA|4|EPI_ISL_129365","Ohio","2012-07-28"
"A/swine/Ohio/12TOSU293/2012|A_/_H3N2|unassigned|2012-07-28|HA|4|EPI_ISL_129366","unassigned","A/swine/Ohio/12TOSU293/2012|A_/_H3N2|unassigned|2012-07-28|HA|4|EPI_ISL_129366","Ohio","2012-07-28"
"A/swine/Ohio/A01208180/2012|A_/_H3N2|unassigned|2012-07-31|HA|4|EPI_ISL_142027","1990.4.a","A/swine/Ohio/A01208180/2012|A_/_H3N2|1990.4.a|2012-07-31|HA|4|EPI_ISL_142027","Ohio","2012-07-31"
"A/swine/Texas/13TOSU0060/2013|A_/_H3N2|unassigned|2013-02-28|HA|4|EPI_ISL_168320","1990.4.a","A/swine/Texas/13TOSU0060/2013|A_/_H3N2|1990.4.a|2013-02-28|HA|4|EPI_ISL_168320","Texas","2013-02-28"
"A/swine/Ohio/13TOSU1373/2013|A_/_H3N2|unassigned|2013-08-01|HA|4|EPI_ISL_161117","1990.4.a","A/swine/Ohio/13TOSU1373/2013|A_/_H3N2|1990.4.a|2013-08-01|HA|4|EPI_ISL_161117","Ohio","2013-08-01"
"A/swine/Minnesota/A01301908/2012|A_/_H3N2|unassigned|2012-09-02|HA|4|EPI_ISL_131253","1990.4.a","A/swine/Minnesota/A01301908/2012|A_/_H3N2|1990.4.a|2012-09-02|HA|4|EPI_ISL_131253","Minnesota","2012-09-02"
"A/swine/Ohio/12TOSU138/2012|A_/_H3N2|unassigned|2012-07-12|HA|4|EPI_ISL_139854","unassigned","A/swine/Ohio/12TOSU138/2012|A_/_H3N2|unassigned|2012-07-12|HA|4|EPI_ISL_139854","Ohio","2012-07-12"
"A/swine/Ohio/12TOSU175/2012|A_/_H3N2|unassigned|2012-07-19|HA|4|EPI_ISL_139853","unassigned","A/swine/Ohio/12TOSU175/2012|A_/_H3N2|unassigned|2012-07-19|HA|4|EPI_ISL_139853","Ohio","2012-07-19"
"A/swine/Ohio/12TOSU129/2012|A_/_H3N2|unassigned|2012-07-12|HA|4|EPI_ISL_139856","unassigned","A/swine/Ohio/12TOSU129/2012|A_/_H3N2|unassigned|2012-07-12|HA|4|EPI_ISL_139856","Ohio","2012-07-12"
"A/swine/Ohio/12TOSU176/2012|A_/_H3N2|unassigned|2012-07-19|HA|4|EPI_ISL_139857","unassigned","A/swine/Ohio/12TOSU176/2012|A_/_H3N2|unassigned|2012-07-19|HA|4|EPI_ISL_139857","Ohio","2012-07-19"
"A/swine/Ohio/12TOSU433/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140908","unassigned","A/swine/Ohio/12TOSU433/2012|A_/_H3N2|unassigned|2012-08-06|HA|4|EPI_ISL_140908","Ohio","2012-08-06"
"A/swine/Ohio/12TOSU464/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_129357","1990.4.a","A/swine/Ohio/12TOSU464/2012|A_/_H3N2|1990.4.a|2012-08-09|HA|4|EPI_ISL_129357","Ohio","2012-08-09"
"A/swine/Ohio/12TOSU467/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_129356","unassigned","A/swine/Ohio/12TOSU467/2012|A_/_H3N2|unassigned|2012-08-09|HA|4|EPI_ISL_129356","Ohio","2012-08-09"
